FORMULA	NRETWEET	NLIKE	NANS	FOLLOWERS	MUSEUM	ISRETWEET	PARTOFDAY	HASEMARK	HASQMARK	HASNERPER	HASNERLOC	HASNERORG	HASNERMISC	NURLS	NIMG	NHASH	NMENTION	LENGTH	DENSE	SENT	ENG	LONG	FULL_TEXT
0	33	106	3	400000	mfaboston	0	afternoon	0	0	0	0	1	0	0	3	1	0	300	0	1	0	1	As we mark our 150th anniversary, we’re celebrating our global collection by tracing the journey of 15 objects—one from each decade of our history. They come from all over the world, assembled here under one roof, and tell their own stories—and the story of the MFA. #mfa150pic.twitter.com/3J2c1tWZwa
0	4	24	1	400000	mfaboston	0	evening	1	0	0	0	0	1	0	3	2	0	93	0	1	0	0	Celebrating the many #WomenInScience on our #mfaConservation team! pic.twitter.com/LFhhS7GhK2
0	10	61	1	400000	mfaboston	0	evening	0	1	0	1	1	1	1	3	0	0	220	0	0	0	1	Which artists will stand the test of time—and who decides?  Learn more about the MFA's "Provisional Collection" (1941–1957) in our current "Collecting Stories" exhibition: http://bit.ly/2voD7Ql pic.twitter.com/Qwj48ZjUAc
0	8	27	0	400000	mfaboston	0	evening	0	0	1	0	0	1	1	3	2	0	276	0	1	0	1	In April, we'll celebrate this great treasure of our collection with "Monet and Boston: Lasting Impression," an exhibition that will bring together all 35 of our #Monet paintings together for the first time in 25 years: http://bit.ly/3bxgae7  #mfa150pic.twitter.com/kRqepayA01
0	6	33	1	400000	mfaboston	0	evening	0	0	1	1	1	1	0	4	2	0	297	0	1	0	1	This is one of eight #Monet works that were donated to the MFA in the 1920s by siblings Robert, Hannah & Grace Edwards. Thanks to the generosity of the family & other local collectors, the Museum owns one of the largest holdings of Monet's work outside of France. #mfa150pic.twitter.com/0knK5ycw1o
0	2	14	0	400000	mfaboston	0	evening	1	1	0	0	1	1	1	2	2	0	272	0	1	0	1	"And wuv, true wuv, will fowow you foweva." Still looking for #ValentinesDay plans? Bring a date (or treat yourself!) to our screenings of #ThePrincessBride and enjoy special movie-themed snacks and cocktails at Taste Café: http://bit.ly/3broRa4 pic.twitter.com/Nth65Yoyj6
0	1	12	0	400000	mfaboston	0	evening	1	0	0	1	1	0	1	2	0	2	164	0	1	0	1	Congratulations to our very own @MakeebaMcCreary on being named one of @YWBoston's 2020 Academy of Women Achievers! http://bit.ly/3bkJTH4 pic.twitter.com/f8lYn5uTbD
0	7	11	0	400000	mfaboston	0	evening	1	1	0	1	1	1	1	2	0	0	240	0	1	0	1	Looking for fun things to do during February School Vacation Week? Stop by the MFA! Bring the kids to explore the Museum’s collection and ignite their creativity with free drop-in activities: http://bit.ly/2OHjERC pic.twitter.com/d8rq7I3PcI
0	2	21	2	400000	mfaboston	0	afternoon	0	0	1	0	0	1	0	3	1	0	165	0	0	0	1	Reassembled after more than 10,000 hours of conservation work, these objects are now on view in our Egyptian Funerary Arts Gallery. #mfa150pic.twitter.com/368KOeXvit
0	2	12	1	400000	mfaboston	0	afternoon	0	0	0	1	0	0	0	3	1	0	277	0	1	0	1	In 1915, the expedition discovered a destroyed tomb at Deir el Bersha. A hidden burial shaft contained the coffins of local governor Djehutynakht and his wife, along with shattered fragments of nearly 100 model boats and figures of daily life. #mfa150pic.twitter.com/CDeJOhcTXu
