FORMULA	NRETWEET	NLIKE	NANS	FOLLOWERS	MUSEUM	ISRETWEET	PARTOFDAY	HASEMARK	HASQMARK	HASNERPER	HASNERLOC	HASNERORG	HASNERMISC	NURLS	NIMG	NHASH	NMENTION	LENGTH	DENSE	SENT	ENG	LONG	FULL_TEXT
0	107	302	1	2029000	britishmuseum	0	afternoon	1	0	1	1	0	1	1	1	1	0	288	0	1	0	1	2020 marks 100 years since the creation of the ‘Research Laboratory’ at the Museum! Discover the amazing work that goes on behind the scenes in our science and conservation labs in our special YouTube playlist – watch here: http://ow.ly/UKG030qgRvC  #WomenInSTEMpic.twitter.com/qimnk0PUee
0	10	53	3	2029000	britishmuseum	0	afternoon	0	0	0	1	0	1	2	4	0	0	278	1	1	0	1	Dating to the Goryeo Dynasty (AD 918–1392), the spoon on the top left is bronze and was made in Korea http://ow.ly/xOqs30qcIt8   Finally, the spoon on the top right dates to 17th–18th-century Scotland, and is crafted from horn http://ow.ly/hQWJ30qcIlE pic.twitter.com/TvphDQQzav
0	16	96	4	2029000	britishmuseum	0	afternoon	1	0	1	1	0	1	2	4	0	0	300	1	1	0	1	Thanks for all your guesses! The spoon on the bottom left is the oldest, made in Egypt between c.1570 – c.1069 BC http://ow.ly/uMxR30qcIjq   The next oldest is on the bottom right. It comes from Roman Britain, made from silver in the 4th century AD http://ow.ly/vGeu30qcIms pic.twitter.com/t2zIZ1EqPU
0	93	297	34	2029000	britishmuseum	0	afternoon	0	1	0	0	1	0	0	4	0	0	153	0	1	0	1	Can you guess which of these spoons is the oldest? These splendid spoons come from around the world and span around 3,000 yearspic.twitter.com/P8lkK74629
0	150	603	8	2029000	britishmuseum	0	morning	0	0	1	0	0	0	0	3	0	0	293	0	1	0	1	This rare early medieval seal matrix was made around AD 1050 and shows the profile of a sword-wielding man called Wulfric. He used it to seal his personal documents by pressing the matrix into soft wax. It served as a mark of authenticity and a sign of his authority.pic.twitter.com/EgxhHa4jEA
0	22	96	2	2029000	britishmuseum	0	morning	0	0	1	0	1	1	0	3	1	1	255	0	1	0	1	You can see the seal on display in Room 41 later this year.  This object was acquired thanks to the support of John Rassweiler, The Ruddock Foundation for the Arts, @HenryMooreFDN and the British Museum Patrons. #HenryMooreGrantspic.twitter.com/MkHSCduKHA
0	22	144	3	2029000	britishmuseum	0	morning	0	0	1	1	0	0	0	3	0	0	298	0	1	0	1	Made in England shortly before the invasion of William the Conqueror, it is one of only five examples from this period. Inscribed with SIGILLUM WULFRICI (the seal of Wulfric), objects like this bring us closer to someone who lived at a pivotal moment in England’s history.pic.twitter.com/hoYlzqQs9q
0	53	106	5	2029000	britishmuseum	0	afternoon	0	0	0	0	1	1	1	3	1	0	202	0	1	0	1	February is #LGBTHistoryMonth  Explore objects in the collection that have a connection to LGBTQ histories in our free trail – Desire, love, identity: http://ow.ly/7cZZ30qdO4z pic.twitter.com/F4pMcT7hu4
0	54	99	1	2029000	britishmuseum	0	morning	0	0	0	1	1	0	1	3	0	0	168	0	0	0	1	Read more about the women’s suffrage movement, including the history of the suffragettes at the Museum in this blog: http://ow.ly/eyac30qd2gd pic.twitter.com/h0Ws490gZU
0	178	361	8	2029000	britishmuseum	0	morning	0	0	0	1	0	1	1	3	1	0	306	0	1	0	1	8.4m UK women gained the right to vote #onthisday in 1918, when the Representation of the People Act received royal assent. It was a major breakthrough for women’s suffrage, although enfranchisement was subject to age and property restrictions until 1928 http://ow.ly/eyac30qd2gd pic.twitter.com/URYhHY6Xsx
