FORMULA	NRETWEET	NLIKE	NANS	FOLLOWERS	MUSEUM	ISRETWEET	PARTOFDAY	HASEMARK	HASQMARK	HASNERPER	HASNERLOC	HASNERORG	HASNERMISC	NURLS	NIMG	NHASH	NMENTION	LENGTH	DENSE	SENT	ENG	LONG	FULL_TEXT
0	21	84	9	3501000	Guggenheim	0	afternoon	0	0	0	1	1	1	1	3	0	0	218	0	0	0	1	Installation for “Countryside, The Future” starts today in our rotunda—ramps are closed and admission is reduced through February 18. Learn about the changeover process: https://gu.gg/2Kfv1LX pic.twitter.com/aG04khIAIP
0	8	33	0	3501000	Guggenheim	0	afternoon	0	0	0	1	1	1	1	2	0	0	192	0	1	0	1	While Cafe 3 is under renovation (February 11–March 26), enjoy our cafe menu at The Wright restaurant, located on the ground floor. Learn more: https://gu.gg/2SzGKea pic.twitter.com/3o0HKkGexx
0	13	57	0	3501000	Guggenheim	0	afternoon	0	0	1	0	1	1	0	4	1	0	287	0	1	0	1	#ArtistInterventions: In 2015, on the occasion of “Alberto Burri: The Trauma of Painting,” choreographer Tom Gold reimagined “November Steps,” a 1973 ballet choreographed by Alberto Burri’s wife Minsa Craig, which included staging and costumes by Burri himself.pic.twitter.com/vs2LoIgcze
0	4	21	0	3501000	Guggenheim	0	afternoon	0	0	1	0	0	1	0	2	0	0	182	0	0	0	1	"Le Poète" (1987-88), "Autoportrait rue du Moulin-vert" (1981), and "Les lettres de Mathieu" (1984), acquired through funds contributed by anonymous donor. © Estate of Hervé Guibert.
0	29	116	1	3501000	Guggenheim	0	afternoon	0	0	1	0	0	1	0	5	1	0	306	0	0	0	1	#WorkoftheWeek: Hervé Guibert's work investigated the relationship between words and images, the visual strategies of Surrealism, and the homoerotic gaze. These works represent major thematic concentrations of his oeuvre, from self-portraiture to depictions of the writer's abode.pic.twitter.com/gqOj9iMCcg
0	23	80	0	3501000	Guggenheim	0	afternoon	0	0	0	1	1	1	1	4	0	1	199	0	1	0	1	To our followers in Spain—don't miss "Masterpieces from the Collection of the Kunsthalle Bremen" at @MuseoGuggenheim, closing February 16. Learn more: https://gu.gg/32qBImR pic.twitter.com/mjRPWnKD1Z
0	23	139	1	3501000	SaverioMancina	1	evening	0	0	1	0	0	1	0	4	0	1	125	0	1	0	1	Minimal Abstraction and Color Field artists on a winter afternoon.  Perfectly sublime ⁦@Guggenheim⁩pic.twitter.com/wuf7vGpzDx
0	24	124	0	3501000	Guggenheim	0	afternoon	0	0	0	1	0	0	1	2	1	1	203	0	0	0	1	Weekend listening—discover how painters of the 1960s pushed color to the limit in an interview with #TheFullnessofColor curator, @MeganFontanella. Listen: https://gu.gg/37KWVf3 pic.twitter.com/IWp4l9P2wL
0	32	136	2	3501000	Guggenheim	0	evening	0	0	1	1	1	0	0	2	1	1	305	0	1	0	1	Today's #FrankLloydWrightFridays image is by @sadsoftphotos—"The Guggenheim was on top of my list of buildings to visit and photograph while in NYC. It's such an iconic, unique, and beautiful piece of architecture that stands out amongst the many angular structures in the city."pic.twitter.com/x8WnDuH5EV
0	5	42	1	3501000	Guggenheim	0	night	0	0	1	1	0	0	1	3	1	0	279	0	0	0	1	Employing unconventional materials and processes, Sara Greenberger Rafferty creates photographs that are both sculptures and images. Learn more about this work, "November" (2017), a recent acquisition to the #GuggenheimCollection: https://gu.gg/31xoUMG pic.twitter.com/eqDedObPIP
0	3	26	0	3501000	troytherrien	1	evening	0	1	1	1	0	1	1	2	1	3	374	0	0	0	1	Tickets just went on sale to the opening symposium for #CountrysideTheFuture, an exhibition I’m organizing @Guggenheim with Rem Koolhaas @sbantal @hellomendelsohn and others. Link below. Show opens Feb 20... https://tickets.guggenheim.org/Info.aspx?EventID=11&utm_medium=Email&utm_source=ExactTarget&utm_campaign=EX_Countryside_OpeningSoon_020620 …pic.twitter.com/oXdRx3EleH
0	20	145	1	3501000	Guggenheim	0	afternoon	1	0	1	1	0	1	1	3	1	0	145	0	1	0	1	Shop our art-inspired favorites from the #GuggenheimStore for you and your valentine!  Shop now: https://gu.gg/370Mkvl pic.twitter.com/KgnhB0iBEu
0	5	11	0	3501000	Guggenheim	0	evening	0	0	1	1	0	0	1	1	1	0	175	0	1	0	1	#ArtistInterventions: From August 20–21, 2015, artist Agathe Snow staged a 24-hour party in the Guggenheim rotunda. Watch a time-lapse video of the event:https://gu.gg/3b8EUcw
