FORMULA	NRETWEET	NLIKE	NANS	FOLLOWERS	MUSEUM	ISRETWEET	PARTOFDAY	HASEMARK	HASQMARK	HASNERPER	HASNERLOC	HASNERORG	HASNERMISC	NURLS	NIMG	NHASH	NMENTION	LENGTH	DENSE	SENT	ENG	LONG	FULL_TEXT
0	294	458	5	2029000	britishmuseum	0	morning	0	0	1	1	0	1	1	2	0	0	227	0	1	0	1	June is named after the Roman goddess Juno – the god of marriage and childbirth. Her equivalent in Greek mythology is Hera, queen of the gods. Here she is seated in a chariot. http://ow.ly/2ZOW30k97EV pic.twitter.com/VPMnNENBMo
0	323	691	6	2029000	britishmuseum	0	morning	1	0	0	0	0	1	0	2	1	0	305	0	1	0	1	The Houses of Parliament clock, often popularly referred to as Big Ben, first began keeping time #onthisday in 1859. The clock was installed in the tower in April, but didn’t work at first because the cast-iron hands were too heavy! They were soon replaced by lighter copper onespic.twitter.com/HJO0wMFcaf
0	615	1774	26	2029000	britishmuseum	0	morning	0	0	1	1	0	1	0	4	0	0	196	0	1	0	1	15,000 tiny turquoise tiles decorate this Aztec serpent, made around 500 years ago in Mexico.  Double-headed serpents (known as maquizcoatl) were the bearers of bad omenspic.twitter.com/JokmxZnEen
0	273	543	13	2029000	britishmuseum	0	afternoon	0	1	1	1	0	1	1	2	0	0	236	0	1	0	1	Did you know workers who built the pyramids were paid in beer?  We discover what ancient Egyptian beer might have tasted like as we recreate a 5,000-year-old recipe https://www.youtube.com/watch?v=izpoexYN1-8 …pic.twitter.com/CMOXqvzB9u
0	131	397	10	2029000	britishmuseum	0	morning	0	0	1	1	1	0	1	1	1	0	274	0	0	0	1	‘It’s the artist who tells the truth and the photographer who lies’ – Auguste Rodin.  The French sculptor claimed that sculpture and drawing were the only mediums that could capture the essence of movement #RodinExhibition http://ow.ly/hLxl30kbrrc pic.twitter.com/REKTQi8LMI
0	65	215	2	2029000	britishmuseum	0	morning	0	0	1	0	0	1	1	2	1	0	177	0	1	0	1	Get close to the artist’s masterpieces in our #RodinExhibition and discover the inspirations behind his works – book tickets: http://ow.ly/hLxl30kbrrc pic.twitter.com/y6nWre8vvu
0	264	700	13	2029000	britishmuseum	0	afternoon	1	0	1	0	0	1	0	2	1	1	184	0	1	0	1	The Tube hasn’t changed much in 84 years! This print of a @districtline train at rush hour was made by British artist Cyril Power, who died #onthisday in 1951pic.twitter.com/EnCrTvZ5MB
0	69	191	7	2029000	dan_oflynn	1	morning	0	0	0	1	1	1	0	1	1	1	183	0	1	0	1	Changing the lighting on a cuneiform tablet helps to bring out the surface detail - this 3D model was made from an X-ray CT scan @britishmuseum #PhotonFridaypic.twitter.com/gODA4KluiU
0	274	610	20	2029000	britishmuseum	0	afternoon	0	0	1	0	1	1	0	2	1	0	262	0	0	0	1	Roman general Germanicus was born #onthisday in 15 BC. This statue has been defaced with a cross on the forehead. Some Christians once believed demons haunted Roman statues – defacing them like this was thought to keep the demons at baypic.twitter.com/jQRkR6gDrX
0	53	118	2	2029000	britishmuseum	0	afternoon	0	0	1	1	0	1	1	5	1	0	338	0	0	0	1	These acquisitions are part of the #ModernEgyptProject which aims to collect objects related to modern Egyptian culture. Two collections have been created – one will be displayed at the British Museum, the other in Egypt. Find out more about the project: https://blog.britishmuseum.org/collecting-modern-egypt/ …pic.twitter.com/EvwebHlSSB
