FORMULA	NRETWEET	NLIKE	NANS	FOLLOWERS	MUSEUM	ISRETWEET	PARTOFDAY	HASEMARK	HASQMARK	HASNERPER	HASNERLOC	HASNERORG	HASNERMISC	NURLS	NIMG	NHASH	NMENTION	LENGTH	DENSE	SENT	ENG	LONG	FULL_TEXT
0	6	27	1	360000	artinstitutechi	0	evening	0	0	0	1	0	1	0	4	0	0	248	0	1	0	1	The new rotation in Gallery 10 presents a wide-ranging view of our city—from the 19th century to present day—in photographs complementing the exhibition “Never a Lovely So Real: Photography and Film in Chicago, 1950–1980.”pic.twitter.com/6331i3FO6E
0	1	5	0	360000	artinstitutechi	0	evening	1	0	1	1	0	1	1	2	0	0	265	0	1	0	1	Tonight at 6:00! Marvin Tate and Avery R. Young present spoken word and live music performances in response to the exhibition “Never a Lovely So Real: Photography and Film in Chicago, 1950–1980.” Free to IL residents—http://bit.ly/2rKynQ4 pic.twitter.com/stk3vTllnv
0	9	18	0	360000	artinstitutechi	0	evening	0	0	1	1	1	1	1	1	0	0	220	0	1	0	1	OPENING JUNE 8—"Charles White: A Retrospective" Explore powerful interpretations of the African American experience in the work of Chicago artist Charles White. LEARN MORE—http://bit.ly/2s3OiJH pic.twitter.com/8xVrxOlhM7
0	5	17	1	360000	artinstitutechi	0	evening	1	0	1	0	1	1	1	2	0	0	302	0	1	0	1	JUNE 8—The Party for "Charles White: A Retrospective" FINAL CHANCE to buy tickets for this special evening celebrating the opening of "Charles White: A Retrospective"! Enjoy a festive reception featuring entertainment, cocktails, and appetizers. TICKETS—http://bit.ly/2kG9ql4 pic.twitter.com/wCjmdcpr5D
0	15	48	0	360000	artinstitutechi	0	afternoon	0	0	0	1	1	1	1	2	0	0	270	0	1	0	1	STARTING JUNE 9—Mini-Course: American Art at the Art Institute Partake in lively in-gallery discussions and short lectures about art made for and in the United States from the colonial period to the 20th century. REGISTER—http://bit.ly/2kAObRI pic.twitter.com/ZdbKrh90UL
0	3	7	0	360000	artinstitutechi	0	evening	0	0	0	1	0	1	1	2	0	0	188	0	1	0	1	TOMORROW—Join us on an interactive tour of works in the collection led by a museum educator in American Sign Language. Free to IL residents—http://bit.ly/2IX3i6w pic.twitter.com/JWOZOIRjDC
0	9	28	1	360000	artinstitutechi	0	evening	0	0	1	0	1	0	0	2	1	0	304	0	1	0	1	The impersonal nature of Ludwig Hilberseimer’s imagined society—a vertically integrated high-rise city where residents live and work in one seamless unit—remains as a powerful expression of modern architects’ preoccupation with functionalist models for urban society. #NowOnViewpic.twitter.com/owPpLPLwcg
0	4	18	0	360000	artinstitutechi	0	evening	0	0	1	1	1	1	1	2	0	0	276	0	1	0	1	TOMORROW at 6:00—Join us as Marvin Tate and Avery R. Young present spoken word and live music performances in response to the exhibition “Never a Lovely So Real: Photography and Film in Chicago, 1950–1980.” Free to IL residents—http://bit.ly/2rKynQ4 pic.twitter.com/wDMjgSS2JI
0	2	9	0	360000	artinstitutechi	0	afternoon	0	0	1	1	1	1	1	3	0	0	297	0	1	0	1	JUNE 21—Conversation: Kerry James Marshall Explore the art of Charles White and his profound influence on contemporary artists during this conversation with White’s student and friend, Kerry James Marshall, and the artist's son, Ian White. REGISTER—http://bit.ly/2J0mr6Y pic.twitter.com/BkR82dyiA0
0	33	98	1	360000	artinstitutechi	0	evening	0	1	1	1	0	1	0	2	0	0	304	0	0	0	1	Artists such as Mark Rothko among others often visited the studio of Milton Avery, who in turn sketched the gatherings taking place around him. The artist himself addressed this tendency, asking “why talk when you can paint?” See “Conversation in Studio” in American Art. [©ARS]pic.twitter.com/t0rCnftbSg
